,University,Course ID,Course Title,Upper Div,Skills
179,Davis,ECS 190X, Senior Seminar,True,"['topic', 'group', 'examination', 'special', 'small', 'setting', 'in', 'of']"
180,Davis,ECS 191, Software Design Project,True,"['projects', 'computational', 'project', 'systems', 'teams', 'supervised', 'proposed', 'implement', 'plan', 'member']"
181,Davis,ECS 192, Internship in Computer Science,True,"['supervised', 'experience', 'work', 'science', 'in']"
182,Davis,ECS 193A, Capstone Project,True,"['ecs', 'projects', '193b', 'computational', '193a', 'project', 'systems', 'design', 'client', 'credit']"
183,Davis,ECS 193B, Capstone Project,True,"['ecs', 'projects', '193b', 'computational', '193a', 'project', 'systems', 'design', 'client', 'credit']"
184,Davis,ECS 197T, Tutoring in Computer Science,True,"['tutoring', 'introductory', 'science', 'in', 'especially']"
185,Davis,ECS 198, Directed Group Study,True,"['group', 'study', 'directed']"
186,Davis,ECS 198F, Student Facilitated Course,True,"['students', 'facilitated', 'division', 'primarily', 'course', 'upper', 'for', 'intended']"
187,Davis,ECS 199, Special Study for Advanced Undergraduates,True,"['undergraduates', 'study', 'advanced', 'special', 'for']"
188,Davis,ECS 199FA, Student Facilitated Course Development,True,"['098f', 'undergraduate', '198f', 'plans', 'supervision', 'under', 'develops', 'member', 'offer', 'course']"
189,Davis,ECS 199FB, Student Facilitated Teaching,True,"['teaches', 'undergraduate', 'fac', 'stu', 'supervision', '098f', 'under', '198f', 'member', 'course']"
190,Irvine,COMPSCI 103,Advanced Programming and Problem Solving with C++,True,"['programming', 'advanced', 'language', 'software', 'skills', 'debugging', 'concepts', 'strengthening', 'design', 'projects']"
191,Irvine,COMPSCI 111,Digital Image Processing,True,"['multimedia', 'digital', 'segmentation', 'graphics', 'signal', 'processing', 'filters', 'image', 'compression', 'concepts']"
192,Irvine,COMPSCI 112,Computer Graphics,True,"['3d', 'graphics', 'polygonal', 'illumination', 'texturing', 'geometric', 'modeling', 'visibility', 'rasterization', 'algorithms']"
193,Irvine,COMPSCI 113,Computer Game Development,True,"['2d', 'interactive', '3d', 'graphics', 'game', 'development', 'concepts', 'software', 'algorithms', 'principles']"
194,Irvine,COMPSCI 114,Projects in Advanced 3D Computer Graphics,True,"['3d', 'illumination', 'graphics', 'modeling', 'surfaces', 'rendering', 'animation', 'projects', 'visualization', 'geometric']"
195,Irvine,COMPSCI 115,Computer Simulation,True,"['simulation', 'stochastic', 'basic', 'distributions', 'event', 'system', 'dynamic', 'deterministic', 'probability', 'discrete']"
196,Irvine,COMPSCI 116,Computational Photography and Vision,True,"['photographs', 'photography', 'stitching', 'panoramic', 'photo', 'vision', 'computational', 'image', 'warping', 'compositing']"
197,Irvine,COMPSCI 117,Project in Computer Vision,True,"['3d', 'photographs', 'models', 'vision', 'tracking', 'robot', 'construction', 'topics', 'building', 'photo']"
198,Irvine,COMPSCI 118,Introduction to Virtual Reality,True,"['vr', 'virtual', '3d', 'software', 'graphics', 'platform', 'environments', 'visual', 'systems', 'perception']"
199,Irvine,COMPSCI 121,Information Retrieval,True,"['indexing', 'retrieval', 'clustering', 'classifying', 'multimedia', 'documents', 'text', 'introduction', 'information', 'an']"
200,Irvine,COMPSCI 122A,Introduction to Data Management,True,"['dbms', 'database', 'databases', 'sql', 'relational', 'modeling', 'management', 'topics', 'applications', 'data']"
201,Irvine,COMPSCI 122B,Project in Databases and Web Applications,True,"['databases', 'jdbc', 'database', 'odbc', 'java', 'applications', 'programming', 'web', 'technologies', 'topics']"
202,Irvine,COMPSCI 122C,Principles of Data Management,True,"['storage', 'data', 'processing', 'principles', 'techniques', 'systems', 'management', 'content', 'buffer', 'file']"
203,Irvine,COMPSCI 122D,Beyond SQL Data Management,True,"['databases', 'nosql', 'database', 'data', 'sql', 'relational', 'semistructured', 'topics', 'technologies', 'search']"
204,Irvine,COMPSCI 125,Next Generation Search Systems,True,"['search', 'multimedia', 'video', 'event', 'technology', 'explored', 'techniques', 'systems', 'concepts', 'art']"
205,Irvine,COMPSCI 131,Parallel and Distributed Computing,True,"['distributed', 'parallel', 'synchronization', 'programming', 'replication', 'systems', 'coordination', 'topics', 'transactions', 'models']"
206,Irvine,COMPSCI 132,Computer Networks,True,"['networking', 'network', 'internet', 'protocols', 'routing', 'congestion', 'networks', 'multimedia', 'applications', 'architectures']"
207,Irvine,COMPSCI 133,Advanced Computer Networks,True,"['protocols', 'unix', 'network', 'programming', 'networks', 'simulation', 'implementing', 'applications', 'design', 'designing']"
208,Irvine,COMPSCI 134,Computer and Network Security,True,"['security', 'authentication', 'attacks', 'secure', 'authorization', 'countermeasures', 'secrecy', 'applications', 'integrity', 'credentials']"
209,Irvine,COMPSCI 137,Internet Applications Engineering,True,"['interoperability', 'web', 'applications', 'http', 'internet', 'concepts', 'topics', 'engineering', 'services', 'peer']"
210,Irvine,COMPSCI 141,Concepts in Programming Languages I,True,"['programming', 'languages', 'paradigms', 'implementation', 'operations', 'notation', 'stressing', 'structures', 'data', 'study']"
211,Irvine,COMPSCI 142A,Compilers and Interpreters,True,"['programming', 'syntax', 'lexical', 'processors', 'language', 'semantic', 'code', 'optimization', 'introduction', 'interpretation']"
212,Irvine,COMPSCI 142B,Language Processor Construction,True,"['interpreters', 'compilers', 'laboratory', 'language', 'construction', 'project', 'processors', 'build', 'experiments', 'behaviors']"
213,Irvine,COMPSCI 143A,Principles of Operating Systems,True,"['processes', 'process', 'operating', 'systems', 'memory', 'management', 'resource', 'scheduling', 'file', 'protection']"
214,Irvine,COMPSCI 143B,Project in Operating System Organization,True,"['hardware', 'specification', 'subsystem', 'components', 'system', 'software', 'operating', 'process', 'design', 'memory']"
215,Irvine,COMPSCI 145,Embedded Software,True,"['embedded', 'hardware', 'architecture', 'computing', 'programming', 'software', 'systems', 'application', 'system', 'principles']"
216,Irvine,COMPSCI 146,Programming in Multitasking Operating Systems,True,"['unix', 'programming', 'programmability', 'operating', 'systems', 'scripting', 'multitasking', 'programmed', 'shells', 'system']"
217,Irvine,COMPSCI 147,Internet of Things (IoT) Software and Systems,True,"['iot', 'protocols', 'cloud', 'sensors', 'ecosystem', 'requirements', 'introduction', 'internet', 'networking', 'services']"
218,Irvine,COMPSCI 151,Digital Logic Design,True,"['boolean', 'algorithms', 'hardware', 'implementation', 'arithmetic', 'systems', 'ssi', 'combinational', 'algebra', 'modules']"
219,Irvine,COMPSCI 152,Computer Systems Architecture,True,"['microprocessor', 'hardware', 'implementation', 'design', 'processing', 'pipelining', 'interrupt', 'circuits', 'caches', 'memory']"
220,Irvine,COMPSCI 153,Logic Design Laboratory,True,"['debugging', 'msi', 'circuits', 'lsi', 'digital', 'integrated', 'systems', 'displays', 'components', 'implementation']"
221,Irvine,COMPSCI 154,Computer Design Laboratory,True,"['microprogramming', 'microprograms', 'instruction', 'systems', 'applications', 'principles', 'primitives', 'implemented', 'simulated', 'underlying']"
222,Irvine,COMPSCI 161,Design and Analysis of Algorithms,True,"['algorithms', 'algorithm', 'computing', 'sorting', 'efficient', 'paths', 'shortest', 'networks', 'techniques', 'programming']"
223,Irvine,COMPSCI 162,Formal Languages and Automata,True,"['automata', 'grammars', 'languages', 'parsing', 'computability', 'formal', 'recognizing', 'machines', 'describing', 'nondeterminism']"
224,Irvine,COMPSCI 163,Graph  Algorithms,True,"['algorithms', 'graph', 'traversal', 'connectivity', 'network', 'solving', 'problems', 'matching', 'theory', 'flow']"
225,Irvine,COMPSCI 164,Computational Geometry and Geometric Modeling,True,"['triangulation', 'geometry', 'algorithms', 'geometric', '3d', 'computational', '2d', 'voronoi', 'modeling', 'hulls']"
226,Irvine,COMPSCI 165,Project in Algorithms and Data Structures,True,"['algorithms', 'encryption', 'sorting', 'compression', 'implementation', 'searching', 'data', 'execution', 'structure', 'design']"
227,Irvine,COMPSCI 166,Quantum Computation and Information,True,"['quantum', 'entanglement', 'computation', 'complexity', 'algorithms', 'models', 'theory', 'simulation', 'factoring', 'basic']"
228,Irvine,COMPSCI 167,Introduction to Applied Cryptography,True,"['cryptography', 'cryptographic', 'ciphers', 'signatures', 'protocols', 'certificates', 'introduction', 'basic', 'topics', 'hash']"
229,Irvine,COMPSCI 169,Introduction to Optimization,True,"['optimization', 'constraints', 'constrained', 'unconstrained', 'stochastic', 'dynamic', 'programming', 'inequality', 'equality', 'introduction']"
230,Irvine,COMPSCI 171,Introduction to Artificial Intelligence,True,"['representations', 'heuristic', 'representing', 'semantic', 'knowledge', 'language', 'logic', 'search', 'grammars', 'predicate']"
231,Irvine,COMPSCI 172B,Neural Networks and Deep Learning,True,"['bioinformatics', 'neural', 'learning', 'chemoinformatics', 'parallel', 'ai', 'algorithmic', 'processing', 'distributed', 'systems']"
232,Irvine,COMPSCI 172C,"Artificial Intelligence Frontiers: Technical, Ethical, and Societal",True,"['ethical', 'technologies', 'intelligence', 'artificial', 'challenges', 'societal', 'legal', 'critical', 'thinking', 'opportunities']"
233,Irvine,COMPSCI 175,Project in Artificial Intelligence,True,"['knowledge', 'capabilities', 'intelligence', 'representation', 'construction', 'system', 'evaluation', 'artificial', 'impact', 'working']"
234,Irvine,COMPSCI 177,Applications of Probability in Computer Science,True,"['probabilistic', 'algorithms', 'probability', 'topics', 'modeling', 'reliability', 'models', 'application', 'traffic', 'graphs']"
235,Irvine,COMPSCI 178,Machine Learning and Data-Mining,True,"['datasets', 'recognition', 'data', 'filtering', 'applications', 'learning', 'spam', 'credit', 'mining', 'principles']"
236,Irvine,COMPSCI 179,Algorithms for Probabilistic and Deterministic Graphical Models,True,"['probabilistic', 'graphical', 'models', 'bayesian', 'networks', 'knowledge', 'markov', 'ai', 'deterministic', 'model']"
237,Irvine,COMPSCI 180A,Project in Computer Science,True,"['project', 'disciplines', 'knowledge', 'science', 'problem', 'overlap', 'solve', 'neighbor', 'areas', 'world']"
238,Irvine,COMPSCI 180B,Project in Computer Science,True,"['project', 'disciplines', 'knowledge', 'science', 'problem', 'overlap', 'solve', 'neighbor', 'areas', 'world']"
239,Irvine,COMPSCI 183,Introduction to Computational Biology,True,"['biomolecules', 'biomolecular', 'biochemistry', 'molecular', 'biology', 'modeling', 'mathematics', 'theories', 'methods', 'basics']"
240,Irvine,COMPSCI 184A,Artificial Intelligence in Biology and Medicine,True,"['molecular', 'computational', 'biology', 'rna', 'molecules', 'proteins', 'dna', 'introduction', 'evolution', 'structure']"
241,Irvine,COMPSCI 184C,Computational Systems Biology,True,"['pathways', 'gene', 'computational', 'transduction', 'networks', 'regulatory', 'cellular', 'regulation', 'modeling', 'mathematical']"
242,Irvine,COMPSCI 189,Project in Bioinformatics,True,"['bioinformatics', 'biomedical', 'lectures', 'computing', 'engineering', 'teaches', 'designing', 'ethical', 'discussions', 'algorithm']"
243,Irvine,COMPSCI 190,Special Topics in Information and Computer Science,True,"['studies', 'topics', 'information', 'areas', 'science', 'quarter', 'addressed', 'and', 'selected', 'in']"
244,Irvine,COMPSCI H198,Honors Research,True,"['repeatability', 'research', 'honors', 'science', 'repeated', 'independent', 'times', 'credit', 'in', 'unlimited']"
245,Irvine,COMPSCI 199,Individual Study,True,"['research', 'repeatability', 'science', 'investigation', 'repeated', 'credit', 'times', 'individual', 'unlimited', 'for']"
246,LA,CS 1,Freshman Computer Science Seminar,False,"['seminar', 'engineering', 'students', 'principal', 'talks', 'ideas', 'summaries', 'critical', 'create', 'science']"
247,LA,CS 19,Fiat Lux Freshman Seminars,False,"['intellectual', 'discovery', 'thinking', 'discussion', 'critical', 'expertise', 'ucla', 'importance', 'taught', 'about']"
248,LA,CS 30,Principles and Practices of Computing,False,"['programming', 'introductory', 'computers', 'lists', 'types', 'students', 'teaches', 'implementation', 'sequence', 'strings']"
249,LA,CS 31,Introduction to Computer Science I,False,"['programming', 'software', 'basic', 'pointers', 'abstraction', 'arrays', 'applications', 'procedural', 'types', 'development']"
250,LA,CS 32,Introduction to Computer Science II,False,"['algorithms', 'software', 'algorithm', 'lists', 'sorting', 'applications', 'structures', 'polymorphism', 'oriented', 'stacks']"
251,LA,CS 33,Introduction to Computer Organization,False,"['programming', 'assemblers', 'introductory', 'architecture', 'assembly', 'operating', 'systems', 'language', 'interrupts', 'machine']"
252,LA,CS 35L,Software Construction,False,"['projects', 'software', 'construction', 'platforms', 'environments', 'project', 'collaborative', '31', 'science', 'letter']"
253,LA,CS M51A,Logic Design of Digital Systems,False,"['implementation', 'specification', 'systems', 'algorithmic', 'digital', 'programmable', 'sequential', 'arithmetic', 'algorithms', 'number']"
254,LA,CS 97,Variable Topics in Computer Science,False,"['freshmen', 'sophomores', 'topic', 'letter', 'variable', 'science', 'designed', 'regular', 'covered', 'repeated']"
255,LA,CS 99,Student Research Program,False,"['mentor', 'undergraduate', 'enrolled', 'research', 'guidance', 'students', 'academic', 'under', 'minimum', 'division']"
256,LA,CS 111,Operating Systems Principles,True,"['operating', 'rpc', 'software', 'kernel', 'synchronization', 'systems', 'applications', 'security', 'networking', 'interrupts']"
257,LA,CS 112,Modeling Uncertainty in Information Systems,True,"['probabilistic', 'stochastic', 'engineering', 'markov', 'queueing', 'algorithms', 'applications', 'statistics', 'reliability', 'basic']"
258,LA,CS 117,Computer Networks: Physical Layer,True,"['wireless', 'bluetooth', 'zigbee', 'communications', 'ieee802', 'protocol', 'devices', 'mobile', 'sensor', 'network']"
259,LA,CS 118,Computer Network Fundamentals,True,"['protocols', 'protocol', 'ethernet', 'network', 'internetworking', 'networks', '111', 'internet', 'architecture', 'routing']"
260,LA,CS M119,Fundamentals of Embedded Networked Systems,True,"['cyber', 'engineering', 'architecture', 'internet', 'systems', 'propagation', 'devices', 'signal', 'sensing', 'modeling']"
261,LA,CS C121,Probabilistic Models in Computational Genomics,True,"['genomics', 'genomic', 'biology', 'probabilistic', 'biological', 'statistical', 'computational', 'computing', 'models', 'statistics']"
262,LA,CS C122,Algorithms in Computational Genomics,True,"['genomic', 'algorithms', 'indexing', 'datasets', 'biomedical', 'computing', 'biology', 'computational', 'biological', 'sequence']"
263,LA,CS C124,Machine Learning Applications in Genetics,True,"['genetics', 'genotype', 'phenotype', 'biology', 'genes', 'statistical', 'computational', 'computing', 'prediction', 'learning']"
264,LA,CS 130,Software Engineering,True,"['programming', 'engineering', 'specification', '131', 'program', '111', 'software', '183ew', 'types', 'structured']"
265,LA,CS 131,Programming Languages,True,"['programming', 'basic', 'languages', 'paradigms', 'abstraction', 'language', 'declarations', 'syntax', 'semantics', 'types']"
266,LA,CS 132,Compiler Construction,True,"['compiler', 'parsing', 'syntactic', 'code', 'lexical', 'semantic', '131', 'letter', 'structure', 'analysis']"
267,LA,CS 133,Parallel and Distributed Computing,True,"['parallelism', 'interprocess', 'parallel', 'architectures', 'mpi', 'distributed', 'synchronization', 'computation', 'languages', 'specification']"
268,LA,CS 134,Distributed Systems,True,"['synchronization', 'distributed', 'protocols', 'systems', 'consistency', 'implementation', 'transactions', 'internet', 'clocks', 'clock']"
269,LA,CS 136,Introduction to Computer Security,True,"['security', 'authentication', 'authorization', 'secure', 'cryptography', 'protection', 'mitigations', 'architectures', 'access', 'basic']"
270,LA,CS C137A,Prototyping Programming Languages,True,"['programming', 'languages', 'abstractions', 'prototyping', 'implementations', 'language', 'prototypes', 'paradigms', 'implementing', 'paradigm']"
271,LA,CS C137B,Programming Language Design,True,"['programming', 'languages', 'computing', 'language', 'designing', 'software', 'abstractions', 'abstraction', 'prototyping', 'designs']"
272,LA,CS M138,Computer System Security,True,"['security', 'vulnerability', 'exploit', 'secure', 'fuzzing', 'cryptocurrency', 'students', 'software', 'web', 'analyzing']"
273,LA,CS 143,Data Management Systems,True,"['database', 'relational', 'integrity', 'authorization', 'computing', 'concurrency', 'organization', 'hierarchical', 'enterprises', 'program']"
274,LA,CS 144,Web Applications,True,"['xml', 'web', 'basic', 'applications', 'architecture', 'security', 'relational', 'protocol', 'services', 'experience']"
275,LA,CS 144,Web Applications (Effective Spring 2025 ),True,"['web', 'students', 'frameworks', 'application', 'applications', 'security', 'protocols', 'deployment', '111', 'privacy']"
276,LA,CS 145,Introduction to Data Mining,True,"['datasets', 'algorithms', 'mining', 'data', 'basic', 'project', 'knowledge', 'graph', 'sets', 'types']"
277,LA,CS M146,Introduction to Machine Learning,True,"['classification', 'modeling', 'data', 'clustering', 'computing', 'learning', 'statistical', 'statistics', 'analysis', 'models']"
278,LA,CS M148,Introduction to Data Science,True,"['prediction', 'data', 'analytics', 'computing', 'statistical', 'modeling', 'learning', 'statistics', 'feature', 'analyze']"
279,LA,CS M151B,Computer Systems Architecture,True,"['processors', 'instruction', 'cpu', 'engineering', 'm51a', 'm16', 'performance', 'm116l', 'm152a', 'memory']"
280,LA,CS M152A,Introductory Digital Design Laboratory,True,"['engineering', 'm51a', 'circuits', 'laboratory', 'projects', 'simulation', 'programmed', 'schematic', 'electrical', 'implementation']"
281,LA,CS 152B,Digital Design Project Laboratory,True,"['engineering', 'm151b', 'students', 'm116c', 'processors', 'designs', 'electrical', 'seniors', 'programmable', 'digital']"
282,LA,CS 161,Fundamentals of Artificial Intelligence,True,"['programming', 'knowledge', 'lisp', 'semantic', 'planning', 'language', 'processing', 'architectures', 'assignments', 'expert']"
283,LA,CS 162,Natural Language Processing,True,"['corpora', 'linguistic', 'learning', 'text', 'algorithms', 'language', 'assignments', 'neural', 'statistical', 'processing']"
284,LA,CS 163,Deep Learning for Computer Vision,True,"['vision', 'recognition', 'neural', 'learning', 'visual', 'training', 'image', 'networks', 'engineering', 'learn']"
285,LA,CS 168,Computational Methods for Medical Imaging,True,"['imaging', 'angiography', 'tomography', 'atlasing', 'learning', 'engineering', 'mathematics', 'medical', 'modeling', 'ct']"
286,LA,CS 170A,Mathematical Modeling and Methods for Computer Science,True,"['simulation', 'computing', 'modeling', 'computation', 'mathematics', 'interactive', 'physical', 'systems', 'applications', 'environments']"
287,LA,CS M171L,Data Communication Systems Laboratory,True,"['analog', 'modems', 'laboratory', 'signals', 'modem', 'oscilloscopes', 'waveforms', 'pulse', 'communications', 'digital']"
288,LA,CS 172,Real-Time Three-Dimensional Animation,True,"['animation', 'cinematic', 'graphics', 'motion', 'interaction', 'virtual', 'demonstrations', 'interactions', 'unity', 'environments']"
289,LA,CS 174A,Introduction to Computer Graphics,True,"['basics', 'graphics', 'modeling', 'images', 'basic', 'shading', 'surfaces', 'illumination', 'models', 'transformations']"
290,LA,CS 174B,Introduction to Computer Graphics: Three-Dimensional Photography and Rendering,True,"['photometric', 'photography', 'modeling', 'imaging', 'illumination', 'reflectance', 'rendering', 'cameras', 'models', 'realism']"
291,LA,CS C174C,Computer Animation,True,"['animation', 'motion', 'juniors', 'kinematics', 'basic', 'modeling', 'designed', 'dynamics', 'motor', '174a']"
292,LA,CS 180,Introduction to Algorithms and Complexity,True,"['algorithms', 'complexity', 'mathematics', 'programming', 'conquer', 'bounds', 'designed', 'completeness', 'analysis', 'science']"
293,LA,CS 181,Theory of Computing,True,"['computability', 'turing', 'automata', 'undecidability', 'languages', 'machines', 'senior', 'pumping', 'finite', 'closure']"
294,LA,CS M182,Dynamic Biosystem Modeling and Simulation Methodology,True,"['biosystem', 'biology', 'physiology', 'biochemistry', 'biological', 'modeling', 'simulation', 'diagrams', 'models', 'sciences']"
295,LA,CS 183,Introduction to Cryptography,True,"['cryptography', 'encryption', 'security', 'signatures', 'authentication', 'pseudorandom', 'secure', 'protocols', 'basic', 'hash']"
296,LA,CS M184,Introduction to Computational and Systems Biology,True,"['computational', 'computing', 'biosciences', 'biology', 'sciences', 'systems', 'computation', 'modeling', 'mathematics', 'engineering']"
297,LA,CS CM186,Computational Systems Biology: Modeling and Simulation of Biological Systems,True,"['biomodeling', 'biosystem', 'modeling', 'models', 'simulation', 'biomedical', 'biological', 'model', 'pharmacokinetic', 'sciences']"
298,LA,CS CM187,Research Communication in Computational and Systems Biology,True,"['bioengineering', 'biology', 'laboratory', 'cm287', 'systems', 'computational', 'research', 'quantitative', 'scientific', 'cm186']"
299,LA,CS 188,Special Courses in Computer Science,True,"['topic', 'students', 'undergraduate', 'letter', 'taught', 'science', 'experimental', 'temporary', 'visiting', 'members']"
300,LA,CS 188SA,Individual Studies for USIE Facilitators,True,"['corequisite', 'facilitators', 'syllabus', 'senior', 'honors', 'seminar', 'mentor', 'collegium', 'meetings', 'usie']"
301,LA,CS 188SB,Individual Studies for USIE Facilitators,True,"['corequisite', 'syllabus', 'senior', 'facilitators', 'honors', 'mentor', 'collegium', '188sa', '101e', 'meetings']"
302,LA,CS 188SC,Individual Studies for USIE Facilitators,True,"['188sb', 'facilitating', 'usie', 'facilitators', 'mentor', '88s', 'senior', 'letter', 'meetings', 'scheduled']"
303,LA,CS 192,Methods and Application of Collaborative Learning Theory in Life Sciences,True,"['pedagogical', 'instructors', 'instructional', 'guidance', 'learning', 'education', 'students', 'collaborative', 'supervision', 'sciences']"
304,LA,CS M192A,Introduction to Collaborative Learning Theory and Practice,True,"['seminar', 'pedagogy', 'students', 'training', 'assistant', 'learning', 'education', 'undergraduate', 'sciences', 'communication']"
305,LA,CS 194,Research Group Seminars: Computer Science,True,"['research', 'undergraduate', 'students', 'literature', 'designed', 'members', 'letter', 'discussion', 'group', 'for']"
306,LA,CS 199,Directed Research in Computer Science,True,"['academic', 'mentor', 'guidance', 'enrollment', 'research', 'juniors', 'investigation', 'seniors', 'approval', 'supervised']"
307,Riverside,CS 005,Introduction to Computer Programming,False,"['programming', 'computing', 'basic', '010a', '005', 'algorithm', 'nonengineering', 'arrays', 'nonscience', 'output']"
308,Riverside,CS 006,Effective Use of the World Wide Web,False,"['web', 'internet', 'engineering', 'searching', 'commerce', 'privacy', 'information', 'communities', 'adetailed', 'fornon']"
309,Riverside,CS 008,Introduction to Computing,False,"['008', '010a', 'unix', 'databases', 'web', 'basics', 'spreadsheets', 'students', 'engineering', 'windows']"
310,Riverside,CS 009A,Data-Oriented Introduction to Computing I,False,"['computational', 'software', 'cs009m', 'application', 'debugging', 'data', 'engineering', 'lists', '009a', 'analysis']"
311,Riverside,CS 009B,Data Oriented Introduction to Computing II,False,"['programming', 'software', 'algorithms', 'application', 'data', '009b', '010b', 'basic', 'engineering', 'advanced']"
312,Riverside,CS 009C,C++ For Programmers    ,False,"['procedural', 'programming', 'constructs', 'object', 'language', 'oriented', 'prior', 'provides', 'those', 'experience']"
313,Riverside,CS 010A,"Introduction to CS for Science Mathematics, and Engineering I - C++",False,"['programming', 'algorithms', 'software', 'structured', 'computers', '009a', '008', 'solving', 'debugging', '005']"
314,Riverside,CS 010B,"Introduction to CS for Science, Mathematics, and Engineering II - C++",False,"['programming', 'pointers', 'structured', 'software', 'libraries', 'engineering', 'lists', 'types', '009b', 'recursion']"
315,Riverside,CS 010C,Introduction to Data Structures and Algorithms,False,"['heaps', 'algorithms', 'lists', 'sorting', 'binary', 'queues', 'hashing', 'programming', 'stacks', 'arrays']"
316,Riverside,CS 061,Machine Organization & Assembly Language Programming,False,"['programming', 'assemblers', 'assembly', 'sequential', 'addressing', 'organization', 'language', 'memory', 'interrupt', 'output']"
317,Riverside,CS 100,Software Construction,True,"['programming', 'software', 'development', 'documentation', 'technology', 'debugging', 'environment', 'systems', 'implementation', 'maintenance']"
318,Riverside,CS 105,Data Analysis Methods,True,"['data', 'visualization', 'analysis', 'applications', 'science', 'advanced', 'tasks', 'essential', 'variety', 'to']"
319,Riverside,CS 108,Data Science Ethics    ,True,"['ethics', 'privacy', 'data', 'discrimination', 'bias', 'statistical', 'science', 'mitigating', 'curation', 'generalization']"
320,Riverside,CS 110,Principles of Web Development    ,True,"['webs', 'distributed', 'web', 'development', 'applications', 'scalability', 'application', 'reliability', 'systems', 'redundancy']"
321,Riverside,CS 111,Discrete Structures,True,"['mathematical', 'discrete', 'structures', 'algebraic', 'recurrence', 'generating', 'trees', 'asymptotic', 'graph', 'functions']"
322,Riverside,CS 119L,Laboratory in Problem Solving and Programming (1 unit),True,"['algorithmic', 'algorithms', 'software', 'approaches', 'implementation', 'formulating', 'solving', 'designing', 'developing', 'problems']"
323,Riverside,CS/EE 120A,Logic Design,True,"['hardware', 'digital', 'prototyping', 'systems', 'programmable', 'registers', 'decoders', 'synthesis', 'basic', 'multiplexors']"
324,Riverside,CS/EE 120B,Introduction to Embedded Systems,True,"['hardware', 'microcontrollers', 'embedded', 'processor', 'computing', 'programmable', 'digital', 'electronic', 'software', 'programming']"
325,Riverside,CS 130,Computer Graphics,True,"['graphics', 'shading', 'raster', 'algorithms', 'illumination', 'scan', 'clipping', 'modeling', 'applications', 'geometric']"
326,Riverside,CS 131,Edge Computing,True,"['embedded', 'deploying', 'security', 'applications', 'service', 'performance', 'intelligence', 'industry', 'leveraging', 'ee']"
327,Riverside,CS 135,Virtual/augmented Reality,True,"['vr', 'virtual', 'immersive', 'visual', 'perception', 'motion', 'worlds', 'physics', 'reality', 'experiences']"
328,Riverside,CS 141,Intermediate Data Structures and Algorithms,True,"['algorithm', 'algorithms', 'graphs', 'recurrence', 'trees', 'greedy', 'summation', 'structures', 'strings', 'programming']"
329,Riverside,CS 142,Algorithm engineering,True,"['algorithms', 'algorithm', 'sorting', 'computational', 'sequential', 'efficient', 'implementation', 'processing', 'cache', 'searching']"
330,Riverside,CS 144,Algorithms for Bioinformatics,True,"['genomics', 'genome', 'gene', 'alignment', 'molecular', 'algorithms', 'biology', 'matching', '234', '238']"
331,Riverside,CS 145,Combinatorial Optimization Algorithms,True,"['algorithms', 'combinatorial', 'algorithm', 'optimization', 'algorithmic', 'matchings', 'paths', 'shortest', 'programming', 'efficient']"
332,Riverside,CS/EE 147,GPU Programming,True,"['gpus', 'parallel', 'programming', 'computing', 'graphics', 'computational', 'processing', 'threading', 'execution', 'performance']"
333,Riverside,CS 150,Automata and Formal Languages,True,"['automata', 'formal', 'languages', 'turing', 'computational', 'decidability', 'grammars', 'models', 'machines', 'mathematical']"
334,Riverside,CS 152,Compiler Design,True,"['compiler', 'compile', 'portability', 'parsing', 'lexical', 'analysis', 'code', 'semantic', 'memory', 'generation']"
335,Riverside,CS 153,Design of Operating Systems,True,"['concurrency', 'operating', 'systems', 'system', 'security', 'performance', 'scheduling', 'memory', 'file', 'management']"
336,Riverside,CS 160,Concurrent Programming and Parallel Systems,True,"['concurrency', 'concurrent', 'synchronization', 'interprocess', 'parallel', 'systems', 'distributed', 'transactions', 'implementation', 'databases']"
337,Riverside,CS 161,Design and Architecture of Computer Systems,True,"['microprocessors', 'microprocessor', 'implementations', 'performance', 'implementation', 'systems', 'instruction', 'memory', 'hierarchy', 'evaluation']"
338,Riverside,CS 161L,Laboratory in Design & Architecture of Computer Systems,True,"['hardware', 'simulator', 'architecture', 'simulation', 'systems', 'system', 'assemblers', 'instruction', 'description', 'memory']"
339,Riverside,CS 163,Privacy Technologies,True,"['privacy', 'security', 'cryptography', 'mitigating', 'ethics', 'threats', 'services', 'systems', 'regarding', 'petition']"
340,Riverside,CS 164,Computer Networks,True,"['protocols', 'network', 'networks', 'unix', 'architecture', 'programming', 'layered', 'security', 'communication', 'performance']"
341,Riverside,CS 165,Computer Security,True,"['security', 'breaches', 'attacks', 'vulnerable', 'firewalls', 'passwords', 'safeguards', 'intrusion', 'encryption', 'viruses']"
342,Riverside,CS 166,Database Management Systems,True,"['database', 'relational', 'architecture', 'distributed', 'security', 'hierarchical', 'management', 'implementation', 'privacy', 'systems']"
343,Riverside,CS 167,Introduction to Big Data Management,True,"['nosql', 'storage', 'distributed', 'data', 'processing', 'big', 'apis', 'architecture', 'shared', 'functionality']"
344,Riverside,CS/EE 168,Introduction to Very Large Scale Integration (VLSI) Design    ,True,"['hardware', 'circuits', 'cad', 'fabrication', 'simulation', 'designs', 'integrated', 'circuit', 'mos', 'subsystem']"
